StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3,Q3_7_TEXT,Q4_1,Q5,Q6,Q7,Q7_7_TEXT,Q8,Q9_1,Q10_1,Q17,Q11,Q12,Q13_1,Q15,Q14,Q14_1_TEXT,Q14_2_TEXT,Q16,Q16_3_TEXT,Q_DataPolicyViolations
7/2/2026 16:39,7/2/2026 16:43,IP Address,64.39.223.180,100,283,True,7/2/2026 16:43,R_7EmFmkT9sEvUymU,,,,,38.6169,-95.2798,anonymous,EN,Yes,,,7,A couple of times per month,Yes,,,Yes and it was useful,7,9,I have to come to like the organization of specializations after I figured it out.,"The main thing is that to access it I have to go back to the module 1 lesson with the link and log back in that way. I have recently found that the link in the weekly digest email works too. But last I checked, I can not directly log in with a bookmark or other saved url. This usually means that I will just move on, silly as that sounds.",,5,I am a DS student,I prefer Slack because...,"I just love Slack. I have used it for a long time, for personal projects, work, in the UG, etc. Slack sets the bar extremely high.",,,,
7/2/2026 17:50,7/2/2026 18:11,IP Address,99.13.229.26,100,1255,True,7/2/2026 18:11,R_1y8cu3vjfAZFL9e,,,,,37.5625,-122.0004,anonymous,EN,Yes,,,8,A few times a week,Yes,,,Yes and it was useful,10,10,"I prefer Slack because It's easier to channels and  past answers, and students seems more active there than on InScribe",Adopting a Slack like interface would help students adapt more quickly and improve overall platform utilization,"I'm not sure why we switched from Slack to InScribe, but it's clearly that  InScribe's UX design wasn't follow the design patterns students are used to, which makes adaptation harder",5,I am a DS student,I prefer Slack because...,"I am used to Slack interface, which feel much better and more intuitive to operate",,,,
7/2/2026 18:19,7/2/2026 18:21,IP Address,101.10.79.93,100,87,True,7/2/2026 18:21,R_4LrbStiuK7r5sch,,,,,25.053,121.5259,anonymous,EN,Yes,,,,Once a month,No,I didn't need help,,,5,,,,,1,"I am not a DS student, but found InScribe through a DS class",,,,,,
7/3/2026 3:19,7/3/2026 3:25,IP Address,198.11.28.88,100,354,True,7/3/2026 3:25,R_5YlcdZVzSutYxCm,,,,,40.05,-105.217,anonymous,EN,Yes,,,5,Once a week,Yes,,,Yes and it was useful,6,5,easy to post and use,"Sharing past answers and questions. Slack had a lot of data and answers. Using that data the most read topics should be shared. For example:
1. How long does admission package to reach? And why so long? Can you pay express or priority mail to receive quicker? 
2. What is changing? Plans, in the program.
3. Career info. Post school ideas. Lifelong learning. Alumni. Current student benefits. 
4. etc...",,2,I am a DS student,I prefer Slack because...,because a lot of information and 3-4 yrs of history...,,,,
7/3/2026 4:27,7/3/2026 4:34,IP Address,75.183.242.175,100,422,True,7/3/2026 4:34,R_6QMVnVlm0tYk6DK,,,,,35.7113,-78.6142,anonymous,EN,Yes,,,2,Hardly ever,No,"I didn't need help,Other",I already use Slack for work and have it on my laptop and phone. Interacting with the data science channel was low friction. InScribe was yet another thing to bother with (higher friction). So I rarely bothered with it.,,10,10,There is nothing I can think of that I like about it,Move back to Slack,"I am very active in the CS/AI Slack community. This is because I am already on Slack many times per day for work and other communities. So I quickly notice new questions and respond to them. I also start discussions on relevant topics. While I have visited InScribe a few times, I found it to be far less convenient than Slack and the content less useful that the organic discussions. Visiting InScribe required that I change my workflow. Slack fit into my workflow. I hop DS will move back to Slack",1,"I am not a DS student, but found InScribe through a DS class",,,,No,,
7/3/2026 5:56,7/3/2026 5:58,IP Address,106.146.11.178,100,133,True,7/3/2026 5:58,R_4Jtkc5eH6Y57xWN,,,,,35.6837,139.6805,anonymous,EN,Yes,,,5,Less than once a month,No,I didn't need help,,,5,5,,,,5,I am a DS student,,,,,,
7/3/2026 11:23,7/3/2026 11:24,IP Address,45.21.175.224,100,33,True,7/3/2026 11:24,R_7ClPV75pgpLTxqF,,,,,25.7641,-80.2702,anonymous,EN,No,I didn't know it was there,,,,,,,,,,,i don't know. i'll check it out,not yet,5,I am a DS student,,,,,,
7/3/2026 12:12,7/3/2026 12:38,IP Address,75.71.115.25,100,1537,True,7/3/2026 12:38,R_74Od48dtUmHn3PO,,,,,39.5972,-105.001,anonymous,EN,Yes,,,4,A few times a week,Yes,,,Yes but it was not useful,9,9,The ability to reply to specific comments within a thread,Include class numbers in the channel names; indicate channel name in the post card when viewing all channels,"I am still extremely sad that we switched from Slack to InScribe. While there are a few extra features that I've appreciated about InScribe, the simplicity of Slack is what made it useful and easy to engage with. It was easy to find class channels, it was easy to see new posts and notifications and what channel they're from, there were more reaction options which are fun and engaging. In contrast, InScribe is clunky and tries to do too many things, the layout is confusing, I can't tell what topic a post is from without clicking on it, it's not clear when I have notifications, I don't get updates without refreshing the page, and the posts reorder themselves despite my settings. And this doesn't even begin to touch on the years of help and advice stored within Slack. Before and now, I search for homework help within Slack and usually find multiple threads from prior years that solve my issue and help me learn. When I've asked a question on InScribe, if I get a reply, it usually hasn't answered my question. If the old Slack content becomes inaccessible, it would be devastating to my learning experience on this degree program. One of the MSDS facilitators recently said that ""InScribe is designed for structured academic support"", but I am not seeing examples of this support. MSDS is pretty hands-off from the professors and facilitators, so the support needs to come from other current and prior students, and InScribe hasn't facilitated that.",3,I am a DS student,I prefer Slack because...,"I prefer Slack because the layout was simpler, it was clear where posts and notifications came from, it updated in real time, students used it actively (even prior students would answer questions from classes they had taken a while ago), and it had years of lively discussions and specific class and homework help and pointers. Even if we could fast-forward to a future where InScribe had years of student knowledge in it, I would still prefer the functionality of the Slack website by a very large margin. Slack's casual format is what drew so many students to participate in it.",,,,
7/3/2026 14:48,7/3/2026 14:51,IP Address,24.18.11.169,100,162,True,7/3/2026 14:51,R_5EYWynSUCrxUYoo,,,,,47.5357,-122.3503,anonymous,EN,Yes,,,4,Once a day,No,I was uncomfortable posting a question,,,6,4,,Each class should have its own group instead of groups of classes. Having the classes grouped together makes me less likely to post being then I'm bothering people who aren't in the class i'm taking. ,The fact that it doesn't have the backlog of information that slack had makes it significantly less useful,2,I am a DS student,I prefer Slack because...,The classes each had their own chat which was more useful. Also there was a lower barrier to entry for posting,,,,
7/4/2026 3:16,7/4/2026 3:18,IP Address,38.147.135.1,100,91,True,7/4/2026 3:18,R_2Y4Y6hYmXV6PwWi,,,,,50.1169,8.6837,anonymous,EN,Yes,,,5,A couple of times per month,No,I didn't need help,,,5,7,It is nice to have a place to connect,"It is really annoying the moderators posts, I have no interest in meetups and checkins. It should be just for students to connect.",,2,I am a DS student,I prefer Slack because...,It was easier to login/search around,,,,
7/4/2026 8:58,7/4/2026 9:00,IP Address,87.116.163.19,100,121,True,7/4/2026 9:00,R_8G8GtIdoHS6DxA5,,,,,44.8046,20.4637,anonymous,EN,Yes,,,8,Multiple times per day,Yes,,,Yes and it was useful,10,10,,,,8,I am a DS student,I prefer Slack because...,"Much better mobile app, separate channel for each course",,,,
7/4/2026 20:26,7/4/2026 20:44,IP Address,119.236.159.215,100,1077,True,7/4/2026 20:44,R_4c0bgSNd3Oeftnz,,,,,22.2578,114.1657,anonymous,EN,Yes,,,8,A few times a week,Yes,,,Yes and it was useful,9,8,Better text formatting (allow code and math formula block) than Slack,"May be a channel for each course (like how it was setup in slack), instead a channel for each specialization",,10,I am a DS student,I prefer Slack because...,"Slack feel less formal and less monitoring.  It is not the tool (platform) it is the vibe.  People are more willing to share thought (+ve and -ve) in Slack.  Though monitoring is not an complete bad thing, it is difficult to balance too much or too little.   I still give a 10 for likelihood of recommending InScribe above, as I will give a 10 to any platform for student to share thoughts and study experience.  Again it is not the platform, Slack has a better vibe,  built/accumulated over history",,,,
7/5/2026 1:16,7/5/2026 1:21,IP Address,95.90.184.193,100,280,True,7/5/2026 1:21,R_80wWbGp7qe5nGzR,,,,,52.3559,9.7426,anonymous,EN,Yes,,,5,A few times a week,No,I was uncomfortable posting a question,,,2,3,"It's very difficult to navigate. I prefer Slack. I'd like to have a chat for each course, not each specialization. Then, discussions will be easier. ",,,5,I am a DS student,I prefer Slack because...,it had a chat for each course.,,,,
7/5/2026 3:06,7/5/2026 3:07,IP Address,118.165.27.217,100,45,True,7/5/2026 3:07,R_93nl5Yky6M8VWPn,,,,,25.0104,121.4684,anonymous,EN,No,"I didn't know it was there,I wasn't sure how to use it,I didn't have time",,,,,,,,,,,,,6,I am a DS student,,,,,,
7/5/2026 12:35,7/5/2026 12:35,IP Address,172.225.202.124,100,15,True,7/5/2026 12:35,R_3ccJqV7FdU60ihb,,,,,33.7485,-84.3871,anonymous,EN,,,,,,,,,,,,,,,,"I am not a DS student, but found InScribe through a DS class",,,,No,,
7/5/2026 12:35,7/5/2026 12:38,IP Address,172.225.202.124,100,177,True,7/5/2026 12:38,R_52XD2CUPG7NrNTk,,,,,33.7485,-84.3871,anonymous,EN,Yes,,,2,Hardly ever,No,"I wasn't sure how to use it,I was uncomfortable posting a question",,,5,7,"Not much, I felt Slack was better and easier to interact with others.  Slack is also a known standard tool used across many industries.",There is almost no information in the MSDS database courses.,I am not a DS student just taking DS electives but Slack is much better for peer to peer interaction...the Inscribe seems to have very little interaction.,1,"I am not a DS student, but found InScribe through a DS class",,,,No,,
7/5/2026 15:01,7/5/2026 15:09,IP Address,99.60.179.102,100,512,True,7/5/2026 15:09,R_6QKvu7Rzno0JXta,,,,,34.1531,-118.4296,anonymous,EN,Yes,,,8,A couple of times per month,No,"I didn't need help,I was uncomfortable posting a question",,,4,4,"I like that there are different channels for classes, and I like that people seem to be pretty honest on there about what courses they liked/didn't like.","I'm not sure if this is something that can be fixed, but it's a bit of a bummer that you can only access it if you're currently enrolled in a for-credit class. Sometimes I like to do the non-credit version of a class for a while and then upgrade later. In that case, I can't really access it for most of the term.","This is less about InScribe and more about the old Slack. I keep reading that there's a wealth of info that's archived there, but since I'm a newer student, I can't see most of the old, archived posts. I can only see old official announcements from program admins. I wish that I could access that somehow or that some of those posts could be migrated over to InScribe.",7,I am a DS student,,,,,,
7/5/2026 15:12,7/5/2026 15:14,IP Address,104.28.57.29,100,113,True,7/5/2026 15:14,R_5Nf5vjyM5g3kTIZ,,,,,45.413,-75.7011,anonymous,EN,Yes,,,2,Less than once a month,No,I didn't know it was there,,,3,2,,,,,I am a DS student,I prefer Slack because...,There was a lot of content. ,,,,
7/6/2026 6:26,7/6/2026 6:33,IP Address,141.219.217.130,100,462,True,7/6/2026 6:33,R_3rBpJX1L8eSDxTv,,,,,47.123,-88.5795,anonymous,EN,Yes,,,6,Once a week,No,I didn't need help,,,10,5,,"I find the layout very ""clunky"" and it's hard to ""see"" everything because of the layout and the large squares for each post. An outline view or collapsed view would be easier to navigate, similar to how Slack was organized. The channels would be nice, but there's something about the ""large-ness"" of each post that makes it hard to read and navigate. ",Slack was easier to use and navigate. InScribe has a very early 2000s vibe to it that feels outdated and clunky. ,1,I am a DS student,I prefer Slack because...,it was easier to use and navigate. Each course having its own channel was very helpful and being able to add/remove those channels allowed me to customize my feed. ,,,,
7/6/2026 14:42,7/6/2026 14:48,IP Address,172.58.241.129,100,388,True,7/6/2026 14:48,R_5aqNOUkiFGRhF8u,,,,,38.8155,-77.1205,anonymous,EN,Yes,,,2,Hardly ever,No,Other,"The interface is on intuitive and accessing the platform is inconvenient. On the rare occasion that I did look on inscribe, I found the content available there to add little to no value, so while the concept of a community forum or similar service for this program is a great idea, inscribe is a poor execution on that idea ",,8,2,Honestly not much.,"Plot the inscribe community is a net neutral in my opinion. It is very little to no value added, so there's not really much point in using it. In its current state, its existence does not inherently harm this program at all because it can easily just be ignored, however, I find that the best use of the platform is to ignore it.","I'm not familiar with how the licensing agreements work for inscribe. If this is a feature that costs the university money, I would completely get rid of it as it is a pointless expense. But if it is a free service to the university, I would just leave it alone since it's not doing any harm. ",2,I am a DS student,I prefer Slack because...,"It's more convenient, however, I would still rarely use it as the content was essentially the same and added little value.",,,,
7/7/2026 8:24,7/7/2026 8:31,IP Address,159.26.102.35,100,439,True,7/7/2026 8:31,R_6sb0BqZ1X8N71jT,,,,,39.7391,-104.9866,anonymous,EN,Yes,,,5,A few times a week,Yes,,,Yes and it was useful,9,8,"Unfortunately, I don't have anything positive to say.",,"I wish I had more constructive criticism, but please just use another platform. I think other classmates have summarized the reasons well in the discussions. Please consider something open source, like Rocket Chat and avoid MS Teams.",1,I am a DS student,,,,,,
7/7/2026 13:35,7/7/2026 13:44,IP Address,71.33.156.246,100,489,True,7/7/2026 13:44,R_7j8wSwkSWF8hLh6,,,,,39.7671,-105.0452,anonymous,EN,Yes,,,1,Once a month,Yes,,,Yes and it was useful,4,1,"Having organized streams of information from different sequences of classes rather than from individual classes themselves can be helpful when I'm trying to learn more about the differences between classes or about the structure of a sequence (types of exams to expect, whether classes can be taken simultaneously, etc)","It's difficult to find information specific to the content of a single specific class since the channels are organized into groups/themes of class sequences. For example, if I want to know if anyone else is having trouble submitting an autograded coding assignment for the Module 4 homework of a class, Slack was a much easier platform for finding that level of specificity easily in past replies. I don't feel as comfortable asking specific questions about a single class when the channel is so broad. Also, it's impossible to directly message people in my classes (or at least the option is very hard to find) so Inscribe is useless to me as a networking tool. Since the online Coursera degree offers very few other opportunities for connecting with classmates, this really limits my ability to practice professional networking as part of my degree process.","Slack was a familiar and much more useful tool to me for the main use cases I have for connecting with my classmates (i.e. asking and answering questions about the content, getting recommendations for additional resources/textbooks for a specific course, and networking professionally). I find all of these tasks much harder or impossible to accomplish on Inscribe, which is really disappointing.",1,I am a DS student,I prefer Slack because...,"Slack was a familiar and much more useful tool to me for the main use cases I have for connecting with my classmates (i.e. asking and answering questions about the content, getting recommendations for additional resources/textbooks for a specific course, and networking professionally). I find all of these tasks much harder or impossible to accomplish on Inscribe, which is really disappointing.",,,,
7/7/2026 18:42,7/7/2026 18:44,IP Address,73.254.97.185,100,98,True,7/7/2026 18:44,R_19OUVQN4pKogXlf,,,,,47.6711,-122.1253,anonymous,EN,Yes,,,9,Once a month,Yes,,,,8,7,"It's easy to use, and the community feels more casual & helpful than on slack",,,8,I am a DS student,I prefer InScribe because...,,It is more intuitive for me,,,
7/7/2026 18:58,7/7/2026 19:01,IP Address,24.128.79.22,100,188,True,7/7/2026 19:01,R_7IHkZVLEmopY3ln,,,,,40.0373,-105.279,anonymous,EN,Yes,,,8,A couple of times per month,No,"I didn't need help,I didn't have time,I was uncomfortable posting a question",,,6,2,"I genuinely enjoy the feedback and insight from my peers, hearing about their experiences makes me feel supported.",,I have enjoyed reading the posts and comments from my peers! This survey reminds me that I should use it more and engage more frequently. ,5,I am a DS student,I prefer Slack because...,"Slack felt slightly more casual and conversational, where as the “post” feature on inscribe feels more formal. I liked the casual, conversational feel on slack, and it felt more like ms teams which I was already familiar with through work. ",,,,
7/8/2026 15:45,7/8/2026 15:48,IP Address,76.127.21.164,100,199,True,7/8/2026 15:48,R_6iYs47urUpMGqxr,,,,,35.1871,-106.6659,anonymous,EN,Yes,,,1,Hardly ever,No,Other,All the information that was in slack was gone and there wasn't really any good information,,7,5,Nothing. I wish the slack channel was still there.,,,1,I am a DS student,I prefer Slack because...,There was good information in slack and it was easy to navigate,,,,
7/11/2026 13:45,7/11/2026 13:52,IP Address,98.50.2.96,100,396,True,7/11/2026 13:52,R_34MIjv0H8gqbxw2,,,,,39.7647,-106.2211,anonymous,EN,Yes,,,8,A few times a week,Yes,,,Yes and it was useful,8,8,Clean,I don't know. ,"I am confused about why we went from  'Slack' an industry standard and something that many people use for a variety of groups (to include: community groups, current work, future work) to something specific to a school. If we are transitioning away from Slack why not move to something in the FOSS community such as Mattermost. I feel this would be educational, and supportive of software engineers",6,I am a DS student,I prefer Slack because...,I use it for other things; I will likely use it for my next career; if we switched why not move to Mattermost and support projects at school or the FOSS community,,,,
7/15/2026 13:06,7/15/2026 13:11,IP Address,5.111.148.229,100,271,True,7/15/2026 13:11,R_2QKudpDhnxhyrh1,,,,,21.4913,39.1841,anonymous,EN,Yes,,,7,A few times a week,No,I didn't need help,,,6,7,it's good,more user friendly ,no,10,I am a DS student,I prefer Slack because...,i used to it,,,,
7/17/2026 4:43,7/17/2026 12:59,IP Address,67.189.17.148,100,29743,True,7/17/2026 12:59,R_5Mq2KxyBgiloZMJ,,,,,45.4407,-122.7792,anonymous,EN,Yes,,,5,Once a day,Yes,,,Yes but it was not useful,8,9,"In general, I like that the MS-DS program provides an online student community, particularly for those students who are not on campus and would otherwise have no opportunity to interact with their classmates (noting that the Coursera discussion sections in some for-credit courses are inactive with no students participating).  Sadly, however, I preferred the community on Slack over InScribe.","Suggestions for improvement fall into two general categories: the InScribe platform and user participation.

In my experience, the InScribe platform's user interface feels disorganized, sparse, and inefficient to use for connecting with fellow users.  To put it briefly, employing an organizational layout like Slack's would be a great improvement.  In the Slack MS-DS community, now archived, individual courses and topics each had their own dedicated channel, which simplified the posting process and improved its accuracy.  Given that each course and topic had its own channel, this made it very easy to ingest information by scrolling and skimming through the chronology of posts related to a specific course/topic in the center panel, and to view replies to posts in the right sidebar.  This made it very quick and easy to find specific information.  The left sidebar provided an efficient and easy way to track one's interests by clearly showing at a glance which channels a user was following, which ones had new posts, any direct messages one might've received, and so on.  The high level of information density visible on screen allowed for quick and easy gleaning of a high concentration of information.

InScribe, on the other hand, organizes posts into one General channel plus several multiple-course specialization channels.  Users can also optionally tag their posts in the General channel with one or more topics.  Unfortunately, sometimes users don't tag their posts at all or tag haphazardly.  When posting to a specialization channel, sometimes students don't indicate which specific course their post is about, or they might post course-specifc questions to the General channel instead of in the relevant specialization channel, which then leads to confusion.  Compared to Slack's organization, where one simply had to post to the relevant channel, InScribe's setup leads to greater inaccuracy in posting and thus makes it harder to follow the stream of relevant posts for a specific course or topic, making it harder to find and follow information on the platform overall.  Furthermore, the information density on screen is too sparse and requires a lot of scrolling to reap the same amount of info that would've been visible on screen at once in Slack's user interface.

I believe that student communities like ours serve two general purposes:  to address students' immediate questions and concerns, whatever they might be, by providing answers and resolutions, and to accumulate this information over time into a knowledge base that future students can reference.  Considering that we are rebuilding our knowledge base from scratch on InScribe (even though we already had a substantial, robust knowledge base on Slack), the aforementioned disorganization inherent to InScribe will result in a knowledge base that is difficult to use, difficult to search effectively to find answers to one's questions, and this disorganization will grow as the knowledge base grows.  As described above, Slack's organizational structure is better suited for building and scaling a useful, efficient, and practical knowledge base over time.

Another concern about the InScribe platform is whether it meets the requirements of the University's digital accessibility policies.  Specifically, some users with certain types of vision impairment, light sensitivity, migraines, etc. benefit from dark mode in managing these conditions when viewing websites on their digital devices.  Currently, InScribe does not offer a dark mode setting, the lack of which negatively impacts users who fall within this group.  Will InScribe be offering dark mode in the near future?

Regarding participation, several students have mentioned that community engagement seems to have diminished since the move to InScribe, and I have noticed the same.  Considering that we are a community of prospective data scientists, could you share usage metrics for the community over time, both from Slack and InScribe, to get a quantitative sense of community engagement?

What might help improve participation?  One of the early December 2025 emails from The Data Science Team, announcing the upcoming move to InScribe, stated that ""Moderators will check in to help as needed, but this space is powered by students...""  It's understood that we students are the drivers behind community engagement; however, I think it would help participation if students could feel assured that they can rely on moderators to help consistently and in a timely manner, particularly regarding moderator-originated posts to which a student may have posted a question.  Some moderators have been wonderfully consistent and timely in their responses; other moderators don't respond at all, even as they continue to create new posts (for example, six months have now passed since I asked a question on a moderator's post without a response).  If students begin to feel that they won't receive a response to their questions, then why bother to participate?  If, among various possibilities, this unresponsiveness amounts to ghosting, is this something that the MS-DS program wishes to normalize, considering how unprofessional it is to practice ghosting?

Taking the previous suggestion a step further, I think it would also be helpful if course instructors and staff could participate in the community, to help as needed, particularly when questions arise regarding broken course materials and infrastructure.  This kind of public accountability would help community participation, giving students the assurance that their questions will be addressed, in that they could then see that their concerns are being acknowledged and that the issues will be fixed in a timely manner.  (So far this year, I have seen one course instructor help students in the community in this way, but it seems to be an extreme rarity in the program overall.)  Additionally, considering this from a business perspective, this type of accountability would relieve buyer's remorse and boost morale, knowing that the defective/broken educational product a student purchased will be made whole and that they will get their money's worth from it.  It would also be reassuring to witness tuition revenue streams being clearly reinvested in improving course materials and the MS-DS program overall.","How was the decision made to abandon the Slack community and start over from scratch with InScribe?  Was any student input gathered to substantiate the decision to abandon Slack, just as now you are gathering feedback to support InScribe?  The change from Slack to InScribe felt very sudden, abrupt, and opaque—I believe that this might be a contributing factor to the dissatisfaction some students feel regarding the InScribe community and the abandonment of the Slack community.  

The timing of the change to InScribe felt very premature, in that the Slack knowledge base was still highly relevant and useful to students when the change took place and continues to be so today.  Considering that program courses aren't being updated/fixed very often, for years in some cases, the questions and concerns that students were discussing years ago are still relevant today, and those answers are stored in the Slack knowledge base.  Considering this, why was Slack abandoned when it was?  If a knowledge base must be disposed, it would seem to make sense to do so once the knowledge base is completely obsolete, not while it remains highly relevant and useful.  Once a knowledge base becomes truly obsolete, then it might make sense to switch platforms and start building anew.  I think it might help students if you could explain the substantive underlying rationale for the switch to InScribe from Slack (beyond the marketing materials and hopes expressed in the December 2025 announcement emails).

Even more questions:  The current implementation of InScribe is described as a pilot—When is the pilot scheduled to end, and what comes after that?  Regarding Slack, the December 2025 announcement emails state that it will be phased out, but there is no mention of a schedule for this.  If access to the archived Slack community is destined to be terminated at a time when it continues to be useful and relevant, is any consideration being given to preserving its knowledge base in some way, whether that might mean porting it to InScribe or archiving it outside of Slack by some means?  I believe it would be a great loss to the community to discard the Slack knowledge base before its time.

Follow the InScribe links below for additional student commentary about InScribe and Slack:
https://inscribe.education/main/colorado/6754110229507555/conversations/6749461750712765
https://inscribe.education/main/colorado/6754110229507555/conversations/6749461750720620
https://inscribe.education/main/colorado/6754110229507555/conversations/6749461750829737
https://inscribe.education/main/colorado/6754110229507555/conversations/6749461750853352",3,I am a DS student,I prefer Slack because...,See my comments above.,,,,
7/19/2026 5:34,7/19/2026 5:38,IP Address,24.151.140.224,100,225,True,7/19/2026 5:38,R_3aOzRJZt1PFqwoP,,,,,41.5782,-73.415,anonymous,EN,Yes,,,4,Once a month,No,I didn't need help,,,9,8,"For those who are looking for that sort of interaction, it's easy to use and serves its purpose","I think I""m not the person to answer that question, as I never felt the need to use it extensively.   I checked it out at the beginning and kept in mind that it was there (which was frequently reinforced by the high volume of email I got from it) but I personally didn't find it helpful or feel the need for it to be there at all",Keep it - the people who need it will certainly appreciate that. ,7,I am a DS student,,,,,,
7/28/2026 20:01,7/28/2026 20:01,IP Address,99.97.108.109,100,23,True,7/28/2026 20:01,R_70qt77195DusErK,,,,,33.9339,-117.8854,anonymous,EN,No,I didn't have time,,,,,,,,,,,,,,,,,,,,
7/29/2026 15:37,7/29/2026 15:38,IP Address,100.6.68.157,100,89,True,7/29/2026 15:38,R_6uDmAzAeK5XgP2V,,,,,40.3724,-80.2527,anonymous,EN,Yes,,,8,A few times a week,No,I didn't need help,,,8,8,,,,,"I am not a DS student, but found InScribe through a DS class",,,,No,,
7/30/2026 13:27,7/30/2026 13:30,IP Address,174.204.196.19,100,169,True,7/30/2026 13:30,R_3gVrgpefACL1xCN,,,,,45.5288,-122.6821,anonymous,EN,Yes,,,7,Once a month,No,I was uncomfortable posting a question,,,2,7,Being able to see questions other people have asked about the class and possible answers.,,,9,I am a DS student,I prefer Slack because...,I knew how to use it better,,,,
